,Bill,MerchandiseID,Product,Quota,BillDate,Amount,CustomerID,Country,TotalAmount
2249,573377,21985,Pack of 12 hearts design tissues ,12,30-10-2019,2.39,14653,United Kingdom,28.68
2251,501795,22617,Baking set spaceboy design,2,19-03-2018,6.95,16508,United Kingdom,13.9
2252,576897,85034C,3 rose morris boxed candles,24,17-11-2019,3.25,17828,Malta,78
2253,564353,23296,Set of 6 tea time baking cases,12,24-08-2019,3.25,15764,United Kingdom,39
2255,519596,21187,White bell honeycomb paper garland ,10,18-08-2018,3.65,13668,United Kingdom,36.5
2256,554019,82583,Hot baths metal sign,24,20-05-2019,4.1,17591,United Kingdom,98.4
2257,552061,21931,Jumbo storage bag suki,10,06-05-2019,4.08,13001,United Kingdom,40.8
2259,501917,22328,Round snack boxes set of 4 fruits ,12,22-03-2018,4.95,15810,United Kingdom,59.4
2260,495546,21204,Daisies  honeycomb garland ,4,25-01-2018,3.65,13206,United Kingdom,14.6
2261,509582,22435,Set of 9 heart shaped balloons,12,24-05-2018,3.25,13983,United Kingdom,39
2262,546545,22697,Green regency teacup and saucer,2,14-03-2019,4.95,16804,United Kingdom,9.9
2264,511067,22469,Heart of wicker small,25,06-06-2018,3.65,15956,United Kingdom,91.25
2265,563202,85066,Cream sweetheart mini chest,1,14-08-2019,14.75,12722,France,14.75
2268,552404,21933,Pink vintage paisley picnic bag,10,09-05-2019,3.65,15932,United Kingdom,36.5
2270,566275,22075,6 ribbons elegant christmas ,1,11-09-2019,3.65,16549,United Kingdom,3.65
2272,577505,23485,Botanical gardens wall clock ,1,20-11-2019,27,13118,United Kingdom,27
2273,497958,85099B,Jumbo bag red white spotty ,10,15-02-2018,3.95,14680,United Kingdom,39.5
2274,562046,22271,Feltcraft doll rosie,6,02-08-2019,4.95,12378,Switzerland,29.7
2277,566304,23272,Tree t-light holder willie winkie,12,12-09-2019,3.65,18158,United Kingdom,43.8
2278,547359,22178,Victorian glass hanging t-light,6,22-03-2019,3.25,15719,United Kingdom,19.5
2279,577601,23370,Set 36 colouring pencils doily,16,21-11-2019,3.25,17675,United Kingdom,52
2280,515411,21466,Red flower crochet food cover,4,12-07-2018,5.75,14667,United Kingdom,23
2281,533323,21730,Glass star frosted t-light holder,1,16-11-2018,6.95,15270,United Kingdom,6.95
2282,536522,22449,Silk purse babushka pink,1,01-12-2018,5.35,15012,United Kingdom,5.35
2284,519486,21908,Chocolate this way metal sign,96,17-08-2018,3.85,16276,United Kingdom,369.6
2285,527655,22866,Hand warmer scotty dog design,2,18-10-2018,4.1,13387,United Kingdom,8.2
2286,559922,23197,Sketchbook magnetic shopping list,48,13-07-2019,3.25,14400,United Kingdom,156
2287,573151,21213,Pack of 72 skull cake cases,6,27-10-2019,2.55,17602,United Kingdom,15.3
2288,542989,21985,Pack of 12 hearts design tissues ,24,02-02-2019,2.29,15226,United Kingdom,54.96
2289,559887,20726,Lunch bag woodland,2,13-07-2019,3.65,13263,United Kingdom,7.3
2290,497600,82011A,"Bathroom scales, tropical beach",1,11-02-2018,5.75,17085,United Kingdom,5.75
2291,499454,21156,Red spotty childs apron,8,28-02-2018,3.95,12708,Germany,31.6
2293,572542,23376,Pack of 12 vintage christmas tissue,24,24-10-2019,2.39,17272,United Kingdom,57.36
2294,513469,22023,Empire birthday card,12,24-06-2018,2.42,17099,United Kingdom,29.04
2295,511039,21213,Pack of 72 skull cake cases,4,06-06-2018,2.55,17589,United Kingdom,10.2
2296,545658,21245,Green polkadot plate ,2,04-03-2019,3.69,14670,United Kingdom,7.38
2297,569683,22579,Wooden tree christmas scandinavian,12,05-10-2019,2.29,15953,United Kingdom,27.48
2298,501507,22505,Memo board cottage design,2,17-03-2018,6.95,14662,United Kingdom,13.9
2299,526397,22834,Hand warmer babushka design,1,11-10-2018,4.1,17812,United Kingdom,4.1
2301,560282,21395,Blue polkadot beaker ,48,18-07-2019,2.39,14758,United Kingdom,114.72
2302,547874,35922,Easter bunny wreath,2,27-03-2019,6.95,14476,United Kingdom,13.9
2303,574476,22976,Circus parade childrens egg cup ,1,04-11-2019,3.25,17203,United Kingdom,3.25
2304,531130,22745,Poppy's playhouse bedroom ,6,05-11-2018,4.1,13615,United Kingdom,24.6
2305,514387,22557,Plasters in tin vintage paisley ,12,02-07-2018,3.65,12633,Germany,43.8
2306,577071,22328,Round snack boxes set of 4 fruits ,5,17-11-2019,4.95,13969,United Kingdom,24.75
2307,534377,22072,Red retrospot tea cup and saucer ,1,22-11-2018,5.75,16725,United Kingdom,5.75
2308,532663,21972,Set of 36 dinosaur paper doilies,12,14-11-2018,3.45,14936,Channel Islands,41.4
2309,552955,22088,Paper bunting coloured lace,4,12-05-2019,4.95,13113,United Kingdom,19.8
2311,500857,21102,"Candle in jar collage , vanilla",4,10-03-2018,4.55,15911,United Kingdom,18.2
2313,552332,21844,Red retrospot mug,6,09-05-2019,4.95,13908,United Kingdom,29.7
2315,580188,22604,Set of 4 napkin charms cutlery,6,02-12-2019,4.55,16440,United Kingdom,27.3
2316,568044,22138,Baking set 9 piece retrospot ,3,23-09-2019,6.95,15763,United Kingdom,20.85
2317,509634,47559B,Tea time oven glove,1,25-05-2018,3.25,13324,United Kingdom,3.25
2318,565117,23093,Small parisienne heart photo frame ,8,01-09-2019,4.49,13089,United Kingdom,35.92
2319,556727,21907,I'm on holiday metal sign,12,14-06-2019,4.1,17675,United Kingdom,49.2
2320,565431,72807C,Set/3 vanilla scented candle in box,2,04-09-2019,6.25,14965,United Kingdom,12.5
2321,549431,22771,Clear drawer knob acrylic edwardian,24,08-04-2019,3.25,15874,United Kingdom,78
2322,558924,84078A,Set/4 white retro storage cubes ,1,05-07-2019,41.95,15785,United Kingdom,41.95
2323,525959,22645,Ceramic heart fairy cake money bank,1,07-10-2018,3.45,16111,United Kingdom,3.45
2325,534180,21165,Beware of the cat metal sign ,2,21-11-2018,3.69,14895,United Kingdom,7.38
2326,513616,37502,Tea time mug in gift box,4,27-06-2018,4.95,16059,United Kingdom,19.8
2328,563438,23188,Vintage  2 meter folding ruler,24,16-08-2019,3.65,13743,United Kingdom,87.6
2330,508038,21902,"Key fob , front  door ",24,12-05-2018,2.65,14854,United Kingdom,63.6
2331,519877,22562,Monsters stencil craft,12,22-08-2018,3.25,14016,EIRE,39
2332,571682,21070,Vintage billboard mug ,1,18-10-2019,3.25,14179,United Kingdom,3.25
2333,567179,22619,Set of 6 soldier skittles,2,18-09-2019,5.75,15547,United Kingdom,11.5
2334,504766,21175,Gin + tonic diet metal sign,12,16-04-2018,4.1,13013,United Kingdom,49.2
2336,554323,22728,Alarm clock bakelike pink,4,23-05-2019,5.75,16729,United Kingdom,23
2337,557222,84988,Set of 72 pink heart paper doilies,12,17-06-2019,3.45,14936,Channel Islands,41.4
2339,538630,21111,"Swiss roll towel, chocolate  spots",6,13-12-2018,4.95,14565,United Kingdom,29.7
2340,570374,23187,French style storage jar bonbons,6,10-10-2019,2.29,14719,United Kingdom,13.74
2341,493757,84997A,Green 3 piece mini dots cutlery set,6,06-01-2018,5.75,15712,United Kingdom,34.5
2342,536538,22470,Heart of wicker large,2,01-12-2018,4.95,14594,United Kingdom,9.9
2343,544941,84378,Set of 3 heart cookie cutters,2,25-02-2019,3.25,12841,United Kingdom,6.5
2347,506055,21181,Please one person metal sign,2,27-04-2018,4.1,16117,United Kingdom,8.2
2348,543832,22727,Alarm clock bakelike red ,4,14-02-2019,5.75,13381,United Kingdom,23
2351,565674,23270,Set of 2 ceramic painted hearts ,12,06-09-2019,3.45,15271,United Kingdom,41.4
2352,507793,22533,Magic drawing slate bake a cake ,48,11-05-2018,2.42,12549,USA,116.16
2353,567475,23196,Vintage leaf magnetic notepad,3,20-09-2019,3.45,16360,United Kingdom,10.35
2354,555568,22662,Lunch bag dolly girl design,5,05-06-2019,3.65,17589,United Kingdom,18.25
2355,527299,21352,Eucalyptus & pinecone  wreath,12,15-10-2018,3.95,16103,United Kingdom,47.4
2356,509279,47502,Polkadot cutlery 24 pcs in tray,10,21-05-2018,11.95,16029,United Kingdom,119.5
2357,524282,85063,Cream sweetheart magazine rack,1,28-09-2018,16.95,15311,United Kingdom,16.95
2358,536152,21479,White skull hot water bottle ,4,30-11-2018,5.75,16223,United Kingdom,23
2359,501890,22262,Felt egg cosy chicken,2,21-03-2018,2.85,14606,United Kingdom,5.7
2360,569010,22615,Pack of 12 circus parade tissues ,96,30-09-2019,2.39,14156,EIRE,229.44
2361,566912,20725,Lunch bag red retrospot,10,15-09-2019,3.65,14367,United Kingdom,36.5
2362,506144,90209A,Purple enamel+glass hair comb,2,27-04-2018,4.1,15856,United Kingdom,8.2
2364,566928,23025,Drawer knob vintage glass ball,6,15-09-2019,4.08,16189,United Kingdom,24.48
2365,569555,22152,Place setting white star,24,05-10-2019,2.42,17728,United Kingdom,58.08
2366,506842,22403,Magnets pack of 4 vintage labels ,3,04-05-2018,3.25,16938,United Kingdom,9.75
2367,509165,22623,Box of vintage jigsaw blocks ,3,20-05-2018,6.95,15559,United Kingdom,20.85
2368,574063,22116,Metal sign his dinner is served,2,02-11-2019,2.79,13271,United Kingdom,5.58
2369,544911,84978,Hanging heart jar t-light holder,12,24-02-2019,3.25,16838,United Kingdom,39
2370,548185,22961,Jam making set printed,12,29-03-2019,3.45,15628,United Kingdom,41.4
2371,549014,20967,Grey floral feltcraft shoulder bag,1,05-04-2019,5.75,17841,United Kingdom,5.75
2373,516270,22328,Round snack boxes set of 4 fruits ,48,19-07-2018,4.55,14646,Netherlands,218.4
2374,517861,22088,Paper bunting coloured lace,2,02-08-2018,4.95,13090,United Kingdom,9.9
2375,509596,22504,Cabin bag vintage retrospot,1,24-05-2018,31.95,15808,United Kingdom,31.95
2376,501086,22512,Doorstop racing car design,1,12-03-2018,5.75,17228,United Kingdom,5.75
2377,564856,82486,Wood s/3 cabinet ant white finish,10,31-08-2019,10.95,12477,Germany,109.5
2378,560503,22605,Wooden croquet garden set,1,19-07-2019,16.95,17682,United Kingdom,16.95
2380,575661,22579,Wooden tree christmas scandinavian,6,10-11-2019,2.29,12617,France,13.74
2381,581218,21441,Blue birdhouse decoration,24,08-12-2019,2.19,14191,United Kingdom,52.56
2382,499386,22266,Easter decoration hanging bunny,70,26-02-2018,2.65,12854,United Kingdom,185.5
2383,532810,22198,Large popcorn holder ,2,14-11-2018,3.65,17545,United Kingdom,7.3
2384,501550,82582,Area patrolled metal sign,6,17-03-2018,4.1,13371,United Kingdom,24.6
2385,534631,21357,Toast its - dinosaur,1,23-11-2018,3.25,18047,United Kingdom,3.25
2386,502920,84675,Frog king watering can,1,29-03-2018,4.95,18041,United Kingdom,4.95
2388,574536,22631,Circus parade lunch box ,1,04-11-2019,3.95,15707,United Kingdom,3.95
2389,560387,21034,Rex cash+carry jumbo shopper,2,18-07-2019,2.95,14667,United Kingdom,5.9
2390,537196,47567B,Tea time kitchen apron,1,05-12-2018,7.95,15426,United Kingdom,7.95
2391,521366,22158,3 hearts hanging decoration rustic,3,05-09-2018,4.95,16782,United Kingdom,14.85
2392,510054,21497,Fancy fonts birthday wrap,25,27-05-2018,2.42,17499,United Kingdom,60.5
2393,525200,21158,Moody girl door hanger ,2,04-10-2018,3.45,16444,United Kingdom,6.9
2394,526210,21653,Glass etched t-light holder large,6,10-10-2018,4.1,16466,United Kingdom,24.6
2395,510205,22323,Pink polkadot kids bag,9,28-05-2018,3.95,18163,United Kingdom,35.55
2396,518857,84978,Hanging heart jar t-light holder,6,12-08-2018,3.25,15719,United Kingdom,19.5
2397,560978,22023,Empire birthday card,36,22-07-2019,2.42,15815,United Kingdom,87.12
2402,573358,23319,Box of 6 mini 50's crackers,12,30-10-2019,4.49,17213,United Kingdom,53.88
2403,500720,22185,Slate tile natural hanging,2,09-03-2018,3.65,12747,United Kingdom,7.3
2404,505142,21709,Folding umbrella  choc/white  spot,4,20-04-2018,6.95,17138,United Kingdom,27.8
2405,494670,22243,"Hook, 5 hanger ,magic toadstool red",12,17-01-2018,3.65,13178,United Kingdom,43.8
2406,545057,20802,Small glass sundae dish clear,18,27-02-2019,3.65,13630,United Kingdom,65.7
2407,508201,21535,Red retrospot small milk jug,4,13-05-2018,4.55,12835,United Kingdom,18.2
2408,533996,22786,Cushion cover pink union jack,4,19-11-2018,7.95,17865,United Kingdom,31.8
2409,564630,84924A,Wake up cockerel calendar sign ,4,26-08-2019,5.75,13644,United Kingdom,23
2410,494866,22261,Felt egg cosy white rabbit ,5,19-01-2018,2.85,16253,United Kingdom,14.25
2411,522437,21580,Rabbit  design  cotton tote bag,1,14-09-2018,4.25,17346,United Kingdom,4.25
2412,519176,21213,Pack of 72 skull cake cases,24,13-08-2018,2.55,14153,United Kingdom,61.2
2413,521901,82582,Area patrolled metal sign,1,09-09-2018,4.1,14688,United Kingdom,4.1
2414,541631,22352,Lunch box with cutlery retrospot ,6,20-01-2019,4.55,12637,France,27.3
2417,530087,22732,3d stickers vintage christmas,20,01-11-2018,3.25,16732,United Kingdom,65
2418,507624,37448,Ceramic cake design spotted mug,24,10-05-2018,3.49,16873,United Kingdom,83.76
2419,577520,21894,Potting shed seed envelopes,1,20-11-2019,3.25,14553,United Kingdom,3.25
2420,521389,22425,Enamel colander cream,2,05-09-2018,6.95,13032,United Kingdom,13.9
2421,513625,21925,Union stripe cushion cover ,4,27-06-2018,3.25,14505,United Kingdom,13
2423,499890,21755,Love building block word,1,03-03-2018,7.95,14606,United Kingdom,7.95
2424,515948,22379,Recycling bag retrospot ,5,15-07-2018,4.1,12490,France,20.5
2425,534187,84879,Assorted colour bird ornament,8,21-11-2018,3.69,16501,United Kingdom,29.52
2426,575063,21809,Christmas hanging tree with bell,2,08-11-2019,2.39,16764,United Kingdom,4.78
2427,531508,22487,White wood garden plant ladder,4,08-11-2018,10.5,14016,EIRE,42
2429,495507,84837,White sweethearts cabinet 4 drawers,2,25-01-2018,14.75,14514,United Kingdom,29.5
2431,580528,23494,Vintage doily deluxe sewing kit ,12,04-12-2019,7.95,14911,EIRE,95.4
2432,536204,20713,Jumbo bag owls,10,30-11-2018,3.95,15750,United Kingdom,39.5
2433,505177,22179,Set 10 lights night owl,2,20-04-2018,8.75,13042,United Kingdom,17.5
2434,498903,22356,"Charlotte bag , pink/white spots",10,23-02-2018,2.85,14112,United Kingdom,28.5
2435,556954,21485,Retrospot heart hot water bottle,3,16-06-2019,6.95,15585,United Kingdom,20.85
2436,574777,21811,Hanging heart with bell,48,07-11-2019,2.39,17761,United Kingdom,114.72
2437,518477,21977,Pack of 60 pink paisley cake cases,4,09-08-2018,2.55,15013,United Kingdom,10.2
2438,525576,21166,Cook with wine metal sign ,12,06-10-2018,3.95,13012,United Kingdom,47.4
2439,498594,48185,Door mat fairy cake,1,21-02-2018,9.49,16797,United Kingdom,9.49
2440,493825,85161,Acrylic geometric lamp,2,07-01-2018,20.95,16888,United Kingdom,41.9
2441,536477,21137,Black record cover frame,480,01-12-2018,5.39,16210,United Kingdom,2587.2
2443,549128,22995,Travel card wallet suki,36,06-04-2019,2.42,16713,United Kingdom,87.12
2444,547035,22464,Hanging metal heart lantern,12,20-03-2019,3.65,13911,United Kingdom,43.8
2445,575607,84992,72 sweetheart fairy cake cases,1,10-11-2019,3.25,14096,United Kingdom,3.25
2446,546856,22524,Childrens garden gloves blue,10,17-03-2019,3.25,15433,United Kingdom,32.5
2447,494028,37501,Tea time tea set in gift box,3,11-01-2018,8.95,17113,United Kingdom,26.85
2450,531350,22693,Grow a flytrap or sunflower in tin,24,07-11-2018,3.25,12748,United Kingdom,78
2451,556023,85099C,Jumbo  bag baroque black white,4,08-06-2019,4.08,14527,United Kingdom,16.32
2452,558372,23199,Jumbo bag apples,3,28-06-2019,4.08,16200,United Kingdom,12.24
2453,554103,22551,Plasters in tin spaceboy,4,22-05-2019,3.65,15555,United Kingdom,14.6
2455,567375,82494L,Wooden frame antique white ,12,20-09-2019,4.95,14766,United Kingdom,59.4
2457,511307,21653,Glass etched t-light holder large,2,07-06-2018,4.1,13983,United Kingdom,8.2
2458,512948,71477,Colour glass. star t-light holder,3,20-06-2018,5.25,13230,United Kingdom,15.75
2460,579267,23200,Jumbo bag pears,10,29-11-2019,4.08,14961,United Kingdom,40.8
2461,501031,21488,Red white scarf  hot water bottle,4,11-03-2018,5.95,16718,United Kingdom,23.8
2462,531728,22424,Enamel bread bin cream,2,09-11-2018,14.75,16223,United Kingdom,29.5
2463,530843,22764,"Rustic wooden cabinet, glass doors",2,04-11-2018,26.95,14895,United Kingdom,53.9
2464,513975,22321,Bird decoration red spot,9,29-06-2018,2.85,13451,United Kingdom,25.65
2465,580541,23166,Medium ceramic top storage jar,12,05-12-2019,3.25,15358,United Kingdom,39
2466,544754,85187,S/12 mini rabbit easter,6,23-02-2019,3.65,16394,United Kingdom,21.9
2468,558700,22557,Plasters in tin vintage paisley ,1,01-07-2019,3.65,17920,United Kingdom,3.65
